PokemonName,BWSpr#,Home#,PokemonDbName,ShowdownName,PorygonName,Type1,Type2,Ability1,Ablity2,AbilityHidden,HP,Atk,Def,SpA,SpD,Spe,HpWall,PhysAttacker,SpecAttacker,PhysDefender,SpecDefender,SpeedAbility,Fast,Pivot,Price,IconLink
Meltan,808,808,meltan,meltan,Meltan,Steel,,Magnet Pull,,,46,65,65,55,35,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/808.png
Melmetal,809,809,melmetal,melmetal,Melmetal,Steel,,Iron Fist,,,135,143,143,80,65,34,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17,https://www.serebii.net/pokedex-swsh/icon/809.png
Melmetal-gmax,809-gi,809-gmax,melmetal-gigantamax,melmetal-gmax,Melmetal-Gmax,Steel,,Iron Fist,,,135,143,143,80,65,34,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/809-gi.png
Grookey,810,810,grookey,grookey,Grookey,Grass,,Overgrow,,Grassy Surge,50,65,50,40,40,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/810.png
Thwackey,811,811,thwackey,thwackey,Thwackey,Grass,,Overgrow,,Grassy Surge,70,85,70,55,60,80,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/811.png
Rillaboom,812,812,rillaboom,rillaboom,Rillaboom,Grass,,Overgrow,,Grassy Surge,100,125,90,60,70,85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,https://www.serebii.net/pokedex-swsh/icon/812.png
Rillaboom-Gmax,812-gi,812-gmax,rillaboom-gigantamax,rillaboom-gmax,Rillaboom-Gmax,Grass,,Overgrow,,Grassy Surge,100,125,90,60,70,85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/812-gi.png
Scorbunny,813,813,scorbunny,scorbunny,Scorbunny,Fire,,Blaze,,Libero,50,71,40,40,40,69,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/813.png
Raboot,814,814,raboot,raboot,Raboot,Fire,,Blaze,,Libero,65,86,60,55,60,94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/814.png
Cinderace,815,815,cinderace,cinderace,Cinderace,Fire,,Blaze,,Libero,80,116,75,65,75,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/815.png
Cinderace-Gmax,815-gi,815-gmax,cinderace-gigantamax,cinderace-gmax,Cinderace-Gmax,Fire,,Blaze,,Libero,80,116,75,65,75,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/815-gi.png
Sobble,816,816,sobble,sobble,Sobble,Water,,Torrent,,Sniper,50,40,40,70,40,70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/816.png
Drizzile,817,817,drizzile,drizzile,Drizzile,Water,,Torrent,,Sniper,65,60,55,95,55,90,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/817.png
Inteleon,818,818,inteleon,inteleon,Inteleon,Water,,Torrent,,Sniper,70,85,65,125,65,120,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,9,https://www.serebii.net/pokedex-swsh/icon/818.png
Inteleon-Gmax,818-gi,818-gmax,inteleon-gigantamax,inteleon-gmax,Inteleon-Gmax,Water,,Torrent,,Sniper,70,85,65,125,65,120,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/818-gi.png
Skwovet,819,819,skwovet,skwovet,Skwovet,Normal,,Cheek Pouch,,Gluttony,70,55,55,35,35,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/819.png
Greedent,820,820,greedent,greedent,Greedent,Normal,,Cheek Pouch,,Gluttony,120,95,95,55,75,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/820.png
Rookidee,821,821,rookidee,rookidee,Rookidee,Flying,,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/821.png
Corvisquire,822,822,corvisquire,corvisquire,Corvisquire,Flying,,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/822.png
Corviknight,823,823,corviknight,corviknight,Corviknight,Flying,Steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/823.png
Corviknight-Gmax,823-gi,823-gmax,corviknight-gigantamax,corviknight-gmax,Corviknight-Gmax,Flying,Steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/823-gi.png
Blipbug,824,824,blipbug,blipbug,Blipbug,Bug,,Swarm,Compoundeyes,Telepathy,25,20,20,25,45,45,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/824.png
Dottler,825,825,dottler,dottler,Dottler,Bug,Psychic,Swarm,Compoundeyes,Telepathy,50,35,80,50,90,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/825.png
Orbeetle,826,826,orbeetle,orbeetle,Orbeetle,Bug,Psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,https://www.serebii.net/pokedex-swsh/icon/826.png
Orbeetle-Gmax,826-gi,826-gmax,orbeetle-gigantamax,orbeetle-gmax,Orbeetle-Gmax,Bug,Psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/826-gi.png
Nickit,827,827,nickit,nickit,Nickit,Dark,,Run Away,Unburden,Stakeout,40,28,28,47,52,50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/827.png
Thievul,828,828,thievul,thievul,Thievul,Dark,,Run Away,Unburden,Stakeout,70,58,58,87,92,90,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/828.png
Gossifleur,829,829,gossifleur,gossifleur,Gossifleur,Grass,,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/829.png
Eldegoss,830,830,eldegoss,eldegoss,Eldegoss,Grass,,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/830.png
Wooloo,831,831,wooloo,wooloo,Wooloo,Normal,,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/831.png
Dubwool,832,832,dubwool,dubwool,Dubwool,Normal,,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/832.png
Chewtle,833,833,chewtle,chewtle,Chewtle,Water,,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/833.png
Drednaw,834,834,drednaw,drednaw,Drednaw,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/834.png
Drednaw-Gmax,834-gi,834-gmax,drednaw-gigantamax,drednaw-gmax,Drednaw-Gmax,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/834-gi.png
Yamper,835,835,yamper,yamper,Yamper,Electric,,Ball Fetch,,Rattled,59,45,50,40,50,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/835.png
Boltund,836,836,boltund,boltund,Boltund,Electric,,Strong Jaw,,Competitive,69,90,60,90,60,121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,https://www.serebii.net/pokedex-swsh/icon/836.png
Rolycoly,837,837,rolycoly,rolycoly,Rolycoly,Rock,,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/837.png
Carkol,838,838,carkol,carkol,Carkol,Rock,Fire,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/838.png
Coalossal,839,839,coalossal,coalossal,Coalossal,Rock,Fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/839.png
Coalossal-Gmax,839-gi,839-gmax,coalossal-gigantamax,coalossal-gmax,Coalossal-Gmax,Rock,Fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/839-gi.png
Applin,840,840,applin,applin,Applin,Grass,Dragon,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/840.png
Flapple,841,841,flapple,flapple,Flapple,Grass,Dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/841.png
Flapple-Gmax,841-gi,841-gmax,flapple-gigantamax,flapple-gmax,Flapple-Gmax,Grass,Dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/841-gi.png
Appletun,842,842,appletun,appletun,Appletun,Grass,Dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/842.png
Appletun-Gmax,842-gi,842-gmax,appletun-gigantamax,appletun-gmax,Appletun-Gmax,Grass,Dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/842-gi.png
Silicobra,843,843,silicobra,silicobra,Silicobra,Ground,,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/843.png
Sandaconda,844,844,sandaconda,sandaconda,Sandaconda,Ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/844.png
Sandaconda-Gmax,844-gi,844-gmax,sandaconda-gigantamax,sandaconda-gmax,Sandaconda-Gmax,Ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/844-gi.png
Cramorant,845,845,cramorant,cramorant,Cramorant,Flying,Water,Gulp Missile,,,70,85,55,85,95,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/845.png
Arrokuda,846,846,arrokuda,arrokuda,Arrokuda,Water,,Swift Swim,,Propeller Tail,41,63,40,40,30,66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/846.png
Barraskewda,847,847,barraskewda,barraskewda,Barraskewda,Water,,Swift Swim,,Propeller Tail,61,123,60,60,50,136,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,https://www.serebii.net/pokedex-swsh/icon/847.png
Toxel,848,848,toxel,toxel,Toxel,Electric,Poison,Rattled,Static,Klutz,40,38,35,54,35,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/848.png
Toxtricity,849,849,toxtricity,toxtricity,Toxtricity,Electric,Poison,Punk Rock,Plus/Minus,Technician,75,98,70,114,70,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,https://www.serebii.net/pokedex-swsh/icon/849.png
Toxtricity-Gmax,849-gi,849-gmax,toxtricity-gigantamax,toxtricity-gmax,Toxtricity-Gmax,Electric,Poison,Punk Rock,Plus/Minus,Technician,75,98,70,114,70,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/849-gi.png
Sizzlipede,850,850,sizzlipede,sizzlipede,Sizzlipede,Fire,Bug,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/850.png
Centiskorch,851,851,centiskorch,centiskorch,Centiskorch,Fire,Bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/851.png
Centiskorch-Gmax,851-gi,851-gmax,centiskorch-gigantamax,centiskorch-gmax,Centiskorch-Gmax,Fire,Bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/851-gi.png
Clobbopus,852,852,clobbopus,clobbopus,Clobbopus,Fighting,,Limber,,Technician,50,68,60,50,50,32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/852.png
Grapploct,853,853,grapploct,grapploct,Grapploct,Fighting,,Limber,,Technician,80,118,90,70,80,42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/853.png
Sinistea,854,854,sinistea,sinistea,Sinistea,Ghost,,Weak Armor,,Cursed Body,40,45,45,74,54,50,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/854.png
Polteageist,855,855,polteageist,polteageist,Polteageist,Ghost,,Weak Armor,,Cursed Body,60,65,65,134,114,70,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,10,https://www.serebii.net/pokedex-swsh/icon/855.png
Hatenna,856,856,hatenna,hatenna,Hatenna,Psychic,,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/856.png
Hattrem,857,857,hattrem,hattrem,Hattrem,Psychic,,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/857.png
Hatterene,858,858,hatterene,hatterene,Hatterene,Psychic,Fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/858.png
Hatterene-Gmax,858-gi,858-gmax,hatterene-gigantamax,hatterene-gmax,Hatterene-Gmax,Psychic,Fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/858-gi.png
Impidimp,859,859,impidimp,impidimp,Impidimp,Dark,Fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/859.png
Morgrem,860,860,morgrem,morgrem,Morgrem,Dark,Fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/860.png
Grimmsnarl,861,861,grimmsnarl,grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,https://www.serebii.net/pokedex-swsh/icon/861.png
Grimmsnarl-Gmax,861-gi,861-gmax,grimmsnarl-gigantamax,grimmsnarl-gmax,Grimmsnarl-Gmax,Dark,Fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/861-gi.png
Obstagoon,862,862,obstagoon,obstagoon,Obstagoon,Normal,Dark,Reckless,Guts,Defiant,93,90,101,60,81,95,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,https://www.serebii.net/pokedex-swsh/icon/862.png
Perrserker,863,863,perrserker,perrserker,Perrserker,Steel,,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/863.png
Cursola,864,864,cursola,cursola,Cursola,Ghost,,Weak Armor,,Perish Body,60,95,50,145,130,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/864.png
Sirfetchd,865,865,sirfetchd,sirfetchd,Sirfetchd,Fighting,,Steadfast,,Scrappy,62,135,95,68,82,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/865.png
Mr. Rime,866,866,mr-rime,mrrime,MrRime,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/866.png
Runerigus,867,867,runerigus,runerigus,Runerigus,Ground,Ghost,Wandering Spirit,,,58,95,145,50,105,30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/867.png
Milcery,868,868,milcery,milcery,Milcery,Fairy,,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/868.png
Alcremie,869,869,alcremie,alcremie,Alcremie,Fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/869.png
Alcremie-Gmax,869-gi,869-gmax,alcremie-gigantamax,alcremie-gmax,Alcremie-Gmax,Fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/869-gi.png
Falinks,870,870,falinks,falinks,Falinks,Fighting,,Battle Armor,,Defiant,65,100,100,70,60,75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/870.png
Pincurchin,871,871,pincurchin,pincurchin,Pincurchin,Electric,,Lightning Rod,,Electric Surge,48,101,95,91,85,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/871.png
Snom,872,872,snom,snom,Snom,Ice,Bug,Shield Dust,,Ice Scales,30,25,35,45,30,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/872.png
Frosmoth,873,873,frosmoth,frosmoth,Frosmoth,Ice,Bug,Shield Dust,,Ice Scales,70,65,60,125,90,65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/873.png
Stonjourner,874,874,stonjourner,stonjourner,Stonjourner,Rock,,Power Spot,,,100,125,135,20,20,70,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/874.png
Eiscue,875,875,eiscue,eiscue,Eiscue,Ice,,Ice Face,,,75,80,110,65,90,50,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/875.png
Eiscue-Noice,875-n,875-1,eiscue-noice,eiscue-noice,Eiscue-No-Ice,Ice,,Ice Face,,,75,80,70,65,50,130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/875-n.png
Indeedee,876,876,indeedee,indeedee,Indeedee,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,https://www.serebii.net/pokedex-swsh/icon/876.png
Indeedee-F,876-f,876-1,indeedee-female,indeedee-f,Indeedee-F,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7,https://www.serebii.net/pokedex-swsh/icon/876-f.png
Morpeko,877,877,morpeko,morpeko,Morpeko,Electric,Dark,Hunger Switch,,,58,95,58,70,58,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/877.png
Cufant,878,878,cufant,cufant,Cufant,Steel,,Sheer Force,,Heavy Metal,72,80,49,40,49,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/878.png
Copperajah,879,879,copperajah,copperajah,Copperajah,Steel,,Sheer Force,,Heavy Metal,122,130,69,80,69,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/879.png
Copperajah-Gmax,879-gi,879-gmax,copperajah-gigantamax,copperajah-gmax,Copperajah-Gmax,Steel,,Sheer Force,,Heavy Metal,122,130,69,80,69,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/879-gi.png
Dracozolt,880,880,dracozolt,dracozolt,Dracozolt,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,https://www.serebii.net/pokedex-swsh/icon/880.png
Arctozolt,881,881,arctozolt,arctozolt,Arctozolt,Electric,Ice,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/881.png
Dracovish,882,882,dracovish,dracovish,Dracovish,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,16,https://www.serebii.net/pokedex-swsh/icon/882.png
Arctovish,883,883,arctovish,arctovish,Arctovish,Water,Ice,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/883.png
Duraludon,884,884,duraludon,duraludon,Duraludon,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,https://www.serebii.net/pokedex-swsh/icon/884.png
Duraludon-Gmax,884-gi,884-gmax,duraludon-gigantamax,duraludon-gmax,Duraludon-Gmax,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/884-gi.png
Dreepy,885,885,dreepy,dreepy,Dreepy,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/885.png
Drakloak,886,886,drakloak,drakloak,Drakloak,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/886.png
Dragapult,887,887,dragapult,dragapult,Dragapult,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,20,https://www.serebii.net/pokedex-swsh/icon/887.png
Zacian,888,888,zacian-hero,zacian,Zacian,Fairy,,Intrepid Sword,,,92,120,115,80,115,138,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/888.png
Zacian-Crowned,888-c,888-1,zacian-crowned,zacian-crowned,Zacian-Crowned,Fairy,Steel,Intrepid Sword,,,92,150,115,80,115,148,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/888-c.png
